TipoEstacao,Codigo,Nome,CodigoAdicional,Latitude,Longitude
1,83029900,BARRAGEM TAIÓ MONTANTE,,-27.0397,-50.1242
1,83030000,BARRAGEM OESTE,ANA,-27.0972,-50.0339
1,83050000,TAIÓ,ANA,-27.1131,-49.9944
1,83060000,POUSO REDONDO,,-27.2572,-49.9408
1,83069900,VILA NOVA,,-27.3114,-49.7961
1,83070000,TROMBUDO CENTRAL,,-27.2903,-49.7689
1,83094000,RIO DO SUL,,-27.2167,-49.6333
1,83860000,ILHOTA,,-26.9,-48.85
1,83870000,ILHOTA-JUSANTE,,-26.9025,-48.8325
1,83880000,LUIZ ALVES,ANA,-26.7214,-48.9317
1,83892990,SALSEIRO,ANA,-27.3283,-49.3283
1,83892998,BOTUVERA-MONTANTE,,-27.1972,-49.0878
1,83893000,BOTUVERA,,-27.1833,-49.0667
1,83920000,PORTO ITAJAÍ,,-26.9167,-48.65
1,84010000,TRÊS BARRAS,,-27.5833,-49.5833
1,84020000,GARCIA DE SÃO JOSÉ,,-27.4808,-48.9803
1,84041000,FAZENDA BOA ESPERANÇA,,-27.3925,-48.9994
1,87335000,LAGOA DOS BARROS - KM 93+600,,-29.9,-50.4333
1,87340000,ROLANTE,,-29.6333,-50.5333
1,87360000,ENTREPELADO,,-29.7169,-50.735
1,87360001,PONTO BRANCO,,-29.7194,-50.7347
1,87361000,UHE CANASTRA BARRAMENTO,,-29.3936,-50.7475
1,87366000,PASSO DO LOURO,,-29.4,-50.75
1,87372000,IGREJINHA,,-29.5667,-50.8
1,87372020,RIO DOS SINOS S6,,-29.7,-51
1,87374000,TAQUARA MONTANTE,,-29.7208,-50.735
1,87380000,CAMPO BOM,ANA,-29.6919,-51.045
1,14428000,VILA CONCEIÇÃO - MONTANTE,ANA,0.2275,-63.9883
1,45700000,CÊRA,,-12.9944,-44.8053
1,61879200,"RIO MOGI-MIRIM (na pte. da SP 340, kM. 166,5)",MOMI03800,-22.3944,-46.9719
1,61884050,RIO MOGI-GUAÇU (mont. barr. AES),MOGU02150,-22.3783,-46.8997
1,61884100,CÓRREGO DO IPÊ (pte. estrada do Pica Pau),IPPE02900,-22.2681,-46.9583
1,84071000,MAJOR GERCINO,,-27.4142,-48.9528
1,84095000,NOVA TRENTO,,-27.2856,-48.9333
1,84095500,SAO JOAO BATISTA,ANA,-27.275,-48.85
1,84100000,POÇO FUNDO,,-27.7044,-48.8033
1,84150000,SANTO AMARO OU CAMBIRELA,,-27.6833,-48.7833
1,84150100,ETA CASAN-MONTANTE,ANA,-27.6925,-48.7097
1,84249998,ORLEANS - MONTANTE,ANA,-28.3589,-49.295
1,84300000,PEDRAS GRANDES,,-28.4347,-49.1831
1,84500000,POVOAMENTO,,-27.9167,-49.1167
1,84520000,DIVISA DE ANITAPOLIS,,-27.9958,-49.1158
1,84520010,SANTA ROSA DE LIMA,,-28.0331,-49.1192
1,84541000,GRÃO PARÁ,,-28.1833,-49.2167
1,84551000,RIO PEQUENO,,-28.2122,-49.1961
1,84559800,BRACO DO NORTE-MONTANTE,ANA,-28.2389,-49.1631
1,84560000,SÃO LUDGERO I,,-28.3258,-49.1792
1,84560002,SÃO LUDGERO II,,-28.3167,-49.15
1,84580000,RIO DO POUSO,,-28.4206,-49.1064
1,84580500,TUBARÃO,ANA,-28.47,-48.9917
1,84581000,TUBARÃO - ESCRIT. FISC. DE OBRAS,,-28.4667,-48.9833
1,84581005,TOMADA DAG US JL FAZ CRUZEIRO,,-28.4667,-49.0333
1,84597998,SÃO MARTINHO - MONTANTE,,-28.1667,-48.9667
1,84598000,SÃO MARTINHO,,-28.1667,-48.9667
1,84598002,SÃO MARTINHO-JUSANTE,ANA,-28.1656,-48.9717
1,84600000,ARMAZEM CAPIVARI,,-28.2606,-49.0147
1,84601000,TOMADA D'ÁGUA US. JORGE LACERDA,,-28.4667,-49
1,84680000,USINA JORGE LACERDA BR-101,,-28.4167,-49
1,84800000,SERRINHA - JUS 200 M - CASAN,,-28.6122,-49.5511
1,84820000,FORQUILHINHA,ANA,-28.7506,-49.4731
1,84853000,FOZ DO MANUEL ALVES,ANA,-28.8536,-49.5897
1,84949000,TURVO,,-28.9419,-49.7019
1,84949800,ERMO,ANA,-28.9719,-49.6372
1,84950000,TAQUARUÇU,,-28.9583,-49.6014
1,84953000,ARARANGUA,,-28.9333,-49.4833
1,84970000,PRAIA GRANDE,,-29.1958,-49.9633
1,85030000,USINA PASSO FUNDO,,-28.5,-52.55
1,85050000,UHE ERNESTINA,,-28.55,-52.55
1,85050001,PCH ERNESTINA BARRAMENTO,,-28.5544,-52.5456
1,85060000,USINA SANTO ANTÔNIO,,-28.5167,-52.7
1,85080000,ESPUMOSO,,-28.7208,-52.84
1,85080001,UHE PASSO REAL MONTANTE 2,,-28.72,-52.8492
1,85100000,LINHA SÃO PEDRO,,-28.6333,-52.9333
1,85140000,UHE PASSO REAL MONTANTE 1,,-28.7492,-52.9794
1,85150000,PONTE IBIRUBA,,-28.5833,-53.0167
1,85160000,USINA IBIRUBA,,-28.7,-53.1
1,85180000,UHE PASSO REAL RIO JACUÍ-MIRIM,,-28.5453,-53.1647
1,85200000,PASSO DO LAGOÃO,,-28.7333,-53.1333
1,85220000,PASSO DO NOVO,,-28.8667,-53.1333
1,85240000,UHE PASSO REAL RIO INGAI,,-28.8358,-53.2986
1,85260000,PASSO REAL,,-29.0167,-53.1833
1,85260001,UHE PASSO REAL BARRAMENTO,,-29.0164,-53.1886
1,85280000,SALTO GRANDE,,-29.0333,-53.1833
1,85320000,UHE IVAI - BARRAGEM,,-29.1256,-53.3536
1,85322000,UHE IVAI - JUSANTE,,-29.1233,-53.3564
1,85340000,FAZENDA DO CERVO,,-29.1167,-53.3333
1,85360000,ITAUBA I,,-29.25,-53.2333
1,85370000,ITAUBA IV (JUSANTE BARRAGEM),,-29.2667,-53.2333
1,85380000,PASSO ESTRELA,,-29.2142,-53.105
1,85385000,VOLTA GRANDE I,,-29.4333,-53.2833
1,85395000,VOLTA GRANDE II,,-29.45,-53.2833
1,85396000,VOLTA GRANDE III,,-29.4761,-53.2883
1,85395100,UHE DONA FRANCISCA BARRAMENTO,,-29.4475,-53.2844
1,85400000,DONA FRANCISCA,ANA,-29.6275,-53.3533
1,85420000,USINA DONA FRANCISCA,,-29.6,-53.4167
1,85425000,PORTO ALVES,,-29.7833,-53.2833
1,85426000,PONTE CERRO CHATO,,-29.7,-53.2833
1,85427000,CERRO CHATO,,-29.7,-53.2833
1,85428000,MONJOLEIRO,,-29,-53
1,85435000,PASSO DA GUARDINHA,,-29.8492,-53.1111
1,85438000,RESTINGA SECA,,-29.8008,-53.3686
1,85440000,PONTE JACUI,,-29.9167,-53.1167
1,85450000,USINA SILVEIRA MARTINS,,-29.6833,-53.6333
1,85460000,SANTA BRIGIDA,,-30.3833,-54.3667
1,85470000,PONTE SÃO GABRIEL,,-30.3597,-54.3133
1,85480000,PASSO DO ROCHA,,-30.2314,-53.9853
1,85500000,FAZENDA BRASILIANO R3,,-29.9,-54.1333
1,85510000,CAPÃO GRANDE,,-29.9,-54.1333
1,85520000,PASSO BARCA DO PAVÃO,,-29.95,-54.0333
1,85550000,COLÔNIA BANHADOS,,-29.9333,-54.05
1,85580000,PASSO DO VERDE,,-29.9333,-53.7167
1,85600000,PASSO DAS TUNAS,,-29.9258,-53.4167
1,85610000,PASSO DOS FREIRES,,-30.4353,-53.7125
1,85615000,PASSO DO LAJEADO,,-30.3778,-53.7406
1,85620000,PULQUERIA,,-30.2167,-53.6833
1,85623000,SÃO SEPÉ - MONTANTE,,-30.1942,-53.5633
1,85625000,SÃO SEPÉ,,-30.1833,-53.55
1,85630000,PASSO SÃO SEPÉ,,-30.15,-53.55
1,85640000,USINA CAÇAPAVA,,-30.6333,-53.5
1,85642000,PASSO SÃO LOURENÇO,,-30.0089,-53.015
1,85645000,BARRAGEM DO FANDANGO - JUS,,-30.0667,-52.9
1,85650000,CACHOEIRA,,-30.05,-52.9
1,85650001,CACHOEIRA DO SUL (Barrag. Fandango) Mont.,DNIT,-30.0833,-52.9
1,85650050,CACHOEIRA DO SUL J1,,-30.0667,-52.9
1,85655000,BEXIGA,,-29.9667,-52.6667
1,85656000,PORTO BEXIGA,,-29.9833,-52.7
1,85660000,USINA ENCRUZILHADA,,-30.5333,-52.5
1,85670000,JUSANTE FOZ ARROIO PIQUIRI,,-30.0333,-52.6833
1,85680000,BARRAGEM ANEL DOM MARCO - MONT,DNIT,-30.0833,-52.5
1,85681000,BARRAGEM ANEL DOM MARCO - JUS,DNIT,-30.1,-52.5
1,85690000,PASSO PEDERNEIRAS,,-30.0667,-52.5167
1,85730000,PASSO LINHA DO RIO,,-29.6,-52.7833
1,85740000,CANDELÁRIA,,-29.6733,-52.7694
1,85830000,SANTA CRUZ - MONTANTE,,-29.7061,-52.4681
1,85850000,SANTA CRUZ,,-29.7333,-52.4667
1,85880000,RIO PARDO J2,,-29.9833,-52.3833
1,85890000,PONTE RIO PARDO,,-29.9667,-52.3833
1,85900000,RIO PARDO,,-29.9947,-52.3772
1,85910000,RIO PARDO,,-29.9975,-52.3661
1,85911000,RIO PARDO PK-157,,-30.0667,-52.4167
1,85940000,PASSO CACHOEIRINHA,,-29.95,-51.7667
1,85950000,SANTO AMARO DO SUL,,-29.9333,-51.9
1,85990000,SANTO AMARO - MONTANTE,,-29.95,-51.9167
1,85990002,SANTO AMARO - JUSANTE,,-29.9333,-51.8833
1,85990003,BARRAGEM AMARÓPOLIS - JUSANTE,DNIT,-29.9333,-51.9
1,85990006,ARROIO DO CONDE J3,,-29.9903,-51.85
1,85990020,ARROIO DA MINA J4,,-29.9667,-51.75
1,85990050,RIO JACUI J5,,-29.9564,-51.7289
1,86050000,CAMISAS,,-29.1075,-50.1753
1,86060000,USINA ARCADO,,-28.9342,-50.0067
1,86080000,PASSO DA GARRAFA,,-28.9333,-50.15
1,61885030,RIO ARARAS ( pte de madeira na foz),ARAS02900,-22.2794,-47.2231
1,86120000,TAINHAS,,-29.2667,-50.3
1,86140000,PASSO DO S,,-29.0833,-50.35
1,86160000,PASSO TAINHAS,,-28.8681,-50.4561
1,86200000,LAGEADO GRANDE,,-29.0167,-50.7333
1,86220000,USINA CRIÚVA,,-28.9333,-50.9333
1,86250000,PASSO SÃO BERNARDO,,-28.8667,-51.1167
1,86260000,ARROIO FAXINAL (SAMAE) CAXIAS,,-29.0833,-51.05
1,86280000,USINA SÃO MARCOS,,-29.05,-51.1167
1,86295000,USINA ANTÔNIO PRADO,,-28.85,-51.3333
1,86300000,NOVA ROMA,,-28.9667,-51.35
1,86310000,PCH CASTRO ALVES,,-29.0308,-51.3581
1,86320000,USINA NOVA PÁDUA,,-29.05,-51.2833
1,86330000,LINHA REPÚBLICA,,-29.05,-51.4
1,86340000,PONTE SANTA RITA,,-28.2833,-51.2833
1,86360000,RINCÃO DO CASTELHANO,,-28.5,-51.35
1,86380000,VACARIA,,-28.6,-51.2667
1,86410000,PASSO BARRA DO GUAIAVEIRA,,-28.7392,-51.425
1,86420000,PONTE DO PRATA,,-28.6775,-51.6081
1,86430000,USINA PRATA,,-28.7667,-51.5333
1,86440000,PASSO DO PRATA,,-28.8675,-51.4456
1,86460000,MONTE CLARO,,-29.0333,-51.5167
1,86465000,PCH SÃO LUIZ,,-29.0425,-51.5567
1,86470000,PONTE DO RIO DAS ANTAS,,-29.045,-51.5669
1,86474000,ARROIO RETIRO,,-29,-51.6167
1,86475000,USINA ALFREDO CHAVES,,-28.8667,-51.6
1,86476000,USINA SÃO DOMINGOS,,-28.45,-51.9
1,86478000,USINA CASCA,,-28.55,-51.9333
1,86480000,PASSO MIGLIAVACA,,-28.6189,-51.8558
1,86500000,PASSO CARREIRO,,-28.8489,-51.8325
1,86502000,SANTA BÁRBARA,,-28.9164,-51.7786
1,86504000,USINA SILVA PAIS,,-28.75,-51.7
1,86505000,LINHA EMÍLIA,,-28.9167,-51.7833
1,86510000,MUÇUM,,-29.1672,-51.8686
1,86520000,PCH CAPIGUI BARRAMENTO,,-28.3511,-52.2147
1,86523000,PASSO FUNDO T,,-28.3833,-52.25
1,86535000,USINA CAMARGO,,-28.5892,-52.3008
1,86538000,USINA GONÇALVES DIAS,,-28.55,-52.1
1,86550000,PCH GUAPORÉ,,-28.9167,-51.9667
1,86560000,LINHA COLOMBO,,-28.9122,-51.9531
1,86580000,SANTA LÚCIA,,-29.1197,-51.9119
1,86595000,BARRA DO ZEFERINO,,-29.1,-51.9333
1,86650000,USINA PUTINGA I,,-29,-52.15
1,86700000,PONTE JACARÉ,,-29.1886,-51.9219
1,86730000,ROCA SALES,,-29.25,-51.8667
1,86740000,USINA POV.ARROIO DA SECA,,-29.3833,-51.85
1,86743000,ARROIO DO MEIO,,-29.4,-51.9333
1,86745000,PASSO DO COIMBRA,,-29.2161,-52.1622
1,86800000,MARQUES DE SOUZA,DNIT,-29.3167,-52.0833
1,86800001,PONTE FORQUETA,,-29.4167,-51.95
1,86850000,CAMPESTRE,,-29.4325,-51.605
1,86870000,LAJEADO,,-29.4167,-51.95
1,86870001,ESTRELA II,,-29.5153,-51.8569
1,86880000,ESTRELA,DNIT,-29.4953,-51.9706
1,86880050,PICADA DO CARNEIRO,,-29.45,-51.9167
1,86880060,ESTRELA - EH1,,-29.4667,-51.9667
1,86880065,ESTRELA - EH2,,-29.4667,-51.9667
1,86881000,BOM RETIRO DO SUL - MONTANTE,DNIT,-29.6,-51.95
1,86882000,BOM RETIRO DO SUL - JUSANTE,DNIT,-29.6167,-51.9333
1,86885050,URSULA - MONTANTE,,-29.6167,-51.9333
1,86885070,URSULA - JUSANTE,,-29.6167,-51.9333
1,86888000,JUSANTE JASPER,,-29.6333,-51.95
1,86890000,CAPITÃO MIGUEL - MONTANTE,,-29.6667,-51.9833
1,86890001,CAPITÃO MIGUEL - JUSANTE,,-29.6667,-51.9833
1,86895000,PORTO MARIANTE,,-29.6922,-51.97
1,86900000,PORTO GOMES,,-29.7,-51.9667
1,86950000,TAQUARI,,-29.8069,-51.8761
1,86990000,ASILO PELA,,-29.8333,-51.8333
1,86995000,GENERAL CÂMARA J6,,-29.9167,-51.7167
1,87010000,TRIUNFO,,-29.9419,-51.6942
1,87020000,SÃO JERÔNIMO,,-29.9544,-51.7242
1,87035000,SÃO JERÔNIMO - JUSANTE,,-29.9417,-51.6961
1,87036000,CHARQUEADAS,DNIT,-29.95,-51.6333
1,87039300,GRANJA CAROLA,,-29.9264,-51.5717
1,87040000,PASSO DO RASO,,-29.9667,-51.45
1,87040100,FOZ DO RIO JACUÍ57,,-29.95,-51.3167
1,87040110,CANAL DO JACUÍ 32B,,-29.9775,-51.28
1,87075000,UHE BUGRES BARRAMENTO BLANG,,-29.3267,-50.6178
1,87050001,PASSO DO BLANG,,-29.3167,-50.6167
1,87070000,UHE BUGRES BARRAMENTO DIVISA,,-29.2994,-50.5697
1,87080000,PASSO DO PIRES,,-29.3167,-50.6167
1,87100000,UHE BUGRES BARRAMENTO SALTO,,-29.3153,-50.6806
1,87100002,USINA SÃO FRANCISCO DE PAULA,,-29.2833,-50.6833
1,87110000,PCH TOCA BARRAMENTO,,-29.2892,-50.7408
1,87120000,PCH PASSO DO INFERNO BARRAMENTO,,-29.2683,-50.7467
1,87129001,ARROIO CARACOL 1,,-29.3036,-50.8619
1,87129010,ARROIO CARACOL 3,,-29.3108,-50.8539
1,87129015,ARROIO CARACOL 4,,-29.3111,-50.8556
1,87129020,ARROIO CARACOL 5,,-29.3119,-50.8569
1,87129050,ARROIO TIRIRICA,,-29.3125,-50.8525
1,87130000,CASCATA CARACOL,,-29.3,-50.8667
1,87130001,ARROIO CARACOL 6,,-29.3122,-50.8569
1,87160001,NOVA PALMIRA,,-29.3167,-51.1833
1,87165000,FELIZ,,-29.45,-51.3
1,87170000,BARCA DO CAÍ,,-29.5886,-51.3822
1,87180000,USINA SÃO VENDELINO,,-29.3333,-51.4167
1,87200000,PCH HERVAL BARRAMENTO,,-29.5011,-51.0022
1,87220000,BARRAGEM PICADA '48',,-29.5847,-51.13
1,87250000,COSTA DO RIO CADEIA,,-29.6072,-51.3511
1,87250004,COSTA DO CADÉIA CAII,,-29.6,-51.35
1,87255000,USINA POVOADO ESPERANÇA,,-29.5167,-51.5333
1,87260000,BARRAGEM RIO BRANCO,,-29.65,-51.4
1,87269000,MONTENEGRO,,-29.6686,-51.4281
1,87270000,PASSO MONTENEGRO,,-29.7006,-51.4406
1,87271000,PASSO MONTENEGRO - AUXILIAR,,-29.7,-51.4167
1,87272000,PONTE BR-386,,-29.8219,-51.3503
1,87300000,PASSO DO CAÍ,,-29.8642,-51.3639
1,87301000,PASSO DO CAÍ - AUXILIAR,,-29.8833,-51.35
1,87301100,FOZ DO RIO CAÍ 58,,-29.9333,-51.2833
1,87305000,RIO DOS CARVALHOS,,-29.3833,-50.1833
1,87315000,BARRA DOS QUERINOS,,-29.6,-49.9833
1,87316000,BARRA DOS CORNÉLIOS,,-29.6497,-50.0483
1,87317000,BARRA DOS CORNÉLIOS,,-29.65,-50.05
1,87317020,LAGOA DOS QUADROS,,-29.6808,-50.0639
1,87317030,MAQUINÉ,,-29.6519,-50.2092
1,87317100,PASSO DA LAGOA,,-29.8667,-50.1
1,87317140,CAPÃO DOS QUERINOS,,-29.9483,-50.13
1,87317150,CAPÃO DOS QUERINOS,,-29.9333,-50.1333
1,87317180,IMBÉ,,-29.9833,-50.1167
1,87317200,PONTE TRAMANDAÍ,,-29.9833,-50.1333
1,87317250,PAI MANOEL - MONTANTE,,-30,-50.1833
1,87317300,PAI MANOEL - JUSANTE,,-29.9833,-50.1833
1,87320000,USINA ROLANTE,,-29.6833,-50.5667
1,87334000,LAGOA DOS BARROS - Km 105,,-29.9,-50.3333
1,87380020,RIO DOS SINOS S4,,-29.7333,-51.1
1,87382000,SÃO LEOPOLDO,,-29.7589,-51.1506
1,87382001,SÃO LEOPOLDO,,-29.7667,-51.15
1,87382002,RIO DOS SINOS S3,,-29.75,-51.1667
1,87382003,SÃO LEOPOLDO 6,,-29.7667,-51.15
1,87382004,SÃO LEOPOLDO 5,,-29.9,-51.15
1,87382005,SÃO LEOPOLDO 4,,-29.9,-51.15
1,87382006,SÃO LEOPOLDO 3,,-29.7667,-51.15
1,87382008,SÃO LEOPOLDO 1,,-29.7667,-51.15
1,87382030,RIO DOS SINOS S2,,-29.8333,-51.1833
1,87385000,SIDERURGICA RIOGRANDENSE,,-29.8167,-51.1833
1,87385050,RIO DOS SINOS S1,,-29.8833,-51.2333
1,87388000,PASSO DOS SINOS,,-29.9,-51.25
1,87392000,RIO DOS SINOS 33,,-29.9167,-51.25
1,87393000,FOZ DO RIO DOS SINOS 59,,-29.9333,-51.2333
1,87398600,CHICO LOMA,,-29.9356,-50.6022
1,87398700,BANHADO GRANDE,,-29.9578,-50.6747
1,87398800,PASSO GRANDE,,-29.8728,-50.7369
1,87400000,PASSO DAS CANOAS,,-29.9567,-51.0067
1,87401600,CERÂMICA CHERUBINI,,-29.9236,-50.9547
1,87401700,GRAVATAÍ - CORSAN,,-29.9558,-51.0175
1,87401800,PASSO FEIJÓ (ARROIO FEIJÓ),,-30.0122,-51.0933
1,87403000,RIO GRAVATAI GI,,-29.9667,-51.1167
1,87405000,PONTE CACHOEIRINHA,,-29.9667,-51.1
1,87406000,ALBATROZ,,-29.9658,-51.1656
1,87407000,ALBATROS,,-29.9667,-51.15
1,87407100,GRAVATAÍ 12,,-29.9667,-51.1833
1,87407200,GRAVATAÍ 13,,-29.9667,-51.1833
1,87407300,GRAVATAÍ 13 A,,-29.9667,-51.1667
1,87410000,JUSANTE FRIGORÍFICO,,-29.9667,-51.1833
1,87410020,GRAVATAÍ 27,,-29.9667,-51.2
1,87410200,GRAVATAÍ 31,,-29.9667,-51.2
1,87420000,TRAMANDAÍ,,-29.9667,-50.1167
1,87440000,NAVEGANTES,,-29.9833,-51.2167
1,87445000,ILHA MAUÁ,,-30.0333,-51.25
1,87450000,PORTO ALEGRE,,-30.0333,-51.2167
1,87450003,PRAÇA DA HARMONIA,DNIT,-30.0333,-51.2333
1,87450005,ILHA DA PINTADA,,-30.0306,-51.2519
1,87450050,ARROIO CASA VELHA 1,,-30.1,-51.1167
1,87450051,ARROIO PEQUENO 2,,-30.1,-51.1167
1,87450054,REPRESA LOMBA DO SABÃO 7,,-30.1,-51.1167
1,87450055,REPRESA LOMBA DO SABÃO 8,,-30.1,-51.1167
1,87450058,ARROIO TAQUARA 4,,-30.1744,-51.0764
1,87450059,ARROIO VITORIANO 5,,-30.1,-51.1167
1,87450060,REPRESA LOMBA DO SABÃO 6,,-30.1,-51.1167
1,87450061,REPRESA LOMBA DO SABÃO 9,,-30.1,-51.1167
1,87450062,REPRESA LOMBA DO SABÃO 10,,-30.1,-51.1167
1,87450063,REPRESA LOMBA DO SABÃO 9A,,-30.1,-51.1167
1,87450100,IPIRANGA,,-30.0489,-51.1967
1,87450400,PONTE DA AZENHA D 11,,-30.05,-51.2
1,87460007,CRISTAL,,-30.0922,-51.2503
1,87460011,VILA ASSUNÇÃO 47-1,,-30.1167,-51.2667
1,87460090,PONTA DOS CACHIMBOS,,-30.1167,-51.2667
1,87460100,RIO GUAIBA 51A,,-30.1667,-51.2833
1,87460120,IPANEMA,,-30.1339,-51.2339
1,87460140,IPANEMA 47-3,,-30.15,-51.2333
1,87460150,ESPÍRITO SANTO 47-4,,-30.15,-51.2167
1,87460155,RIO GUAIBA 51B,,-30.2,-51.3
1,87460156,RIO GUAIBA 50B,,-30.1833,-51.2833
1,87460160,SERRARIA 47-5,,-30.1475,-51.2875
1,87460170,PONTA GROSSA 47-6,,-30.1897,-51.2722
1,87460210,RIO GUAIBA 50,,-30.2667,-51.2167
1,87460220,PONTA GROSSA,,-30.1886,-51.2425
1,87460250,LEBLON 47-7,,-30.2142,-51.2594
1,87460255,PONTA DA CUICA,,-30.2167,-51.2
1,87460260,BELÉM NOVO 47-8,,-30.2481,-51.2239
1,87500000,PASSO DO ARAÇÁ,,-30.5167,-51.4167
1,87500040,PONTA DO COCO,,-30.2667,-51.0667
1,87500080,PONTA DA FORTALEZA,,-30.35,-51.05
1,87510001,FAROL DE ITAPUÃ,,-30.3833,-51.05
1,87510020,PALMARES DO SUL,,-30.2667,-50.5167
1,87510080,SANGA CAPÃO DA MOÇA,,-30.75,-51.4167
1,87510120,ARAMBARÉ,,-30.9167,-51.5
1,87520000,USINA CAMAQUÃ,,-30.7667,-51.75
1,87530000,CAMAQUÃ I,,-30.75,-51.6833
1,87540000,ARAMBARÉ,,-30.9064,-51.4922
1,87550000,PASSO DA AREIA,,-30.8833,-53.7667
1,87570000,PASSO DO HILÁRIO,,-30.7667,-53.8
1,87580000,LAVRAS,,-30.8167,-53.9
1,87590000,PASSO DO CAÇÃO,,-30.9611,-53.4886
1,87600000,MINA CAMAQUA,,-30.9,-53.4167
1,87650000,PASSO CHICO LUIZ,,-30.9667,-53.4
1,87670000,PASSO DAS CARRETAS,,-30.9733,-53.0453
1,87700000,PORTO TARUMA,,-30.9167,-52.95
1,87720000,BARRAGEM PAREDÃO,,-30.9292,-52.9511
1,87730000,PASSO DO MARINHEIRO,,-30.9,-52.8167
1,87730001,PASSO DO MARINHEIRO,,-30.9,-52.8333
1,87750000,CERRO DA ARVORE,,-30.8167,-52.7667
1,87780000,PASSO PANTANOSO,,-30.9833,-52.6333
1,87800000,PASSO DO ABRANJO,,-30.9,-52.5333
1,87810000,PASSO MARIA SANTA,,-30.8833,-52.5167
1,87820000,PASSO DA GUARDA,,-30.9167,-52.45
1,87840000,PASSO SÃO JOSÉ,,-30.8833,-52.25
1,87850000,PASSO DOS LADRÕES,,-30.8667,-52.25
1,87865000,DOM FELICIANO,,-30.7,-52.0667
1,87870000,PASSO DO SUTIL 1,,-31.9167,-52.1
1,87870001,PASSO DO SUTIL 2,,-30.9167,-52.1
1,87880000,PASSO DO SAPATO,,-30.9833,-52.0833
1,87880001,PASSO DO SAPATO 1,,-30.9833,-52.0833
1,87880002,PASSO DO SAPATO 2,,-31.0167,-52.1333
1,87900000,PASSO DO MENDONÇA,,-31.0167,-52.05
1,87905000,PASSO DO MENDONÇA,ANA,-31.0119,-52.0525
1,87906000,DIAMANTE,,-31.0333,-51.9
1,87910000,BARRAGEM DO DURO,,-30.8219,-51.8425
1,87915000,PACHECA,,-31.1306,-51.7886
1,87921000,SÃO LOURENÇO,,-31.3775,-51.9597
1,87930000,PONTE ARROIO GRANDE,,-31.4167,-52.1667
1,87950000,PONTE CORRENTES,,-31.4833,-52.2167
1,87955000,LARANJAL,,-31.7722,-52.2253
1,87960000,BARRA DO SÃO GONÇALO,,-31.7833,-52.3
1,87980000,RIO GRANDE / REGATAS,ANA,-32.03,-52.0778
1,87990000,BARRA DO RIO GRANDE,,-32.0333,-52.1
1,88050000,SANTA VITÓRIA - PORTO,C. LAGOA MIRIM,-33.4997,-53.4269
1,88100000,SANTA VITÓRIA - MANGUEIRA,C. LAGOA MIRIM,-33.1,-52.8833
1,88100001,GRANJA MANGUEIRA,,-33.1,-52.8833
1,88150000,PROVEDORES,,-32.9667,-53.1667
1,88175000,JAGUARÃO,,-31.8667,-53.9167
1,88178009,BARRAGEM CANDIOTA II,,-31.5333,-53.6667
1,88179000,DÁRIO LASSANCE,,-31.5333,-53.6667
1,88180000,BARRAGEM CANDIOTA I,,-31.55,-53.6667
1,88185000,CANDIOTINHA,,-31.6,-53.6167
1,61885400,INTERNATIONAL PAPER (Descarga),,-22.3519,-47.0028
1,88220000,PICADA DA AREIA,,-32.3856,-53.6378
1,88260000,PASSO DAS PEDRAS,ANA,-32.5175,-53.4558
1,88280000,JAGUARÃO - CACHOEIRA,C. LAGOA MIRIM,-32.5372,-53.4436
1,88280001,CACHOEIRA,,-32.5,-53.4333
1,88300000,PONTE JAGUARÃO,,-32.57,-53.3786
1,88370000,ARROIO GRANDE,,-32.24,-53.0892
1,88370001,ARROIO GRANDE,,-32.24,-53.0892
1,88400000,GRANJA SANTA MARTA,,-32.2,-52.9667
1,88400001,GRANJA SANTA MARTA,,-32.1644,-53.0097
1,88500000,PIRATINI,,-31.4833,-53.1
1,88530000,CANGUÇU,,-31.6667,-52.9167
1,88550000,PONTE DO IMPÉRIO,,-31.7167,-52.9
1,88550001,PONTE DO IMPÉRIO,,-31.7167,-52.9
1,88560000,PICADA NOVA,,-31.75,-52.8833
1,88560001,PICADA NOVA,,-31.8,-52.85
1,88560002,PICADA NOVA,C. LAGOA MIRIM,-31.75,-52.8833
1,88575000,CERRO CHATO,,-31.8647,-53.2683
1,88580000,DESVIO CRUZ,,-31.8667,-52.95
1,88600001,CONTRATO,,-31.8667,-52.9
1,88640000,PEDRO OSÓRIO,,-31.8628,-52.8308
1,88641000,PEDRO OSÓRIO,ANA,-31.8611,-52.8169
1,88650000,PASSO PIRATINI,,-31.85,-52.8167
1,88660001,PASSO DAS PEDRAS,C. LAGOA MIRIM,-31.85,-52.6833
1,88680000,PASSO DO RICARDO,,-31.9,-52.65
1,88700000,CANAL SÃO GONÇALO - FOZ PIRATINI - B,,-32,-52.4333
1,88750000,PASSO DOS CARROS,,-31.7139,-52.4767
1,88800000,PELOTAS,,-31.7667,-52.3333
1,88810000,PORTO DE PELOTAS,C. LAGOA MIRIM,-31.7833,-52.3333
1,88850000,PONTE CORDEIRO DE FARIAS,,-31.5736,-52.4625
1,10042000,PUENTE TOCACHE,221814,-8.1844,-76.5078
1,24649000,GENERAL CARNEIRO,GAR 373,-15.7269,-52.7567
1,24651000,CÓRREGO AVOADEIRA,CAV 17,-15.8775,-52.3736
1,24652000,MONTANTE BARRA DO GARÇAS,GAR 430,-15.8853,-52.3758
