TipoEstacao,Codigo,Nome,CodigoAdicional,Latitude,Longitude
1,60012100,PONTE VICENTE GOULART JUSANTE,,-18.2675,-47.1064
1,85076000,PCH COTOVELO DO JACUÍ JUSANTE,,-28.6728,-52.7311
1,40051000,RIO SANTANA (próx. sua foz),SF008,-20.0842,-45.5872
1,52391000,EXU DO GAVIÃO,,-14.1828,-41.0153
1,53460500,PASSAGEM DAS ÉGUAS,ANA,-15.6686,-42.4533
1,12842600,YUNGUILLO,4401713,1.4,-76.6
1,12842700,MILAN,4403701,1.6,-75.6
1,12842800,DIAMANTE EL,4403703,1.5667,-75.6667
1,12842900,ROSÁRIO EL,4403704,1.7167,-75.6667
1,12843100,FLORÊNCIA,4403706,1.6,-75.6
1,12843200,BOCATOMA N,4403707,1.5667,-75.2833
1,12843300,MORELIA,4403708,1.5167,-75.7
1,12843500,ITARCA,4403710,1.5,-75.4667
1,12843600,BOCATOMA M,4403711,1.5667,-75.2833
1,12843700,COCATOMA 1,4403712,1.6,-75.6333
1,12843800,BOCATOMA 2,4403713,1.6,-75.6333
1,12843900,TAGUA LA,4411701,-0.0667,-74.6667
1,12843910,SAN IGNÁCIO,4601701,2.0525,-74.7731
1,12843920,ESMERALDA LA,4603701,1.8667,-75.1667
1,12843930,BOCATOMA,4603702,1.6667,-75.2167
1,12843940,ALTO LA ESMERALDA,4603703,1.7833,-75.25
1,12843950,DONCELLO,4603704,1.6667,-75.25
1,12843960,PÁTIO BONITO,4603705,1.95,-75.2167
1,12843970,PTO RICO,4603706,1.8836,-75.1972
1,12843990,QUILLA LA,4607701,0.55,-74.35
1,12844100,ESTRECHOS LOS,4412701,-0.5333,-73.4
1,86490500,PCH BOA FÉ MONTANTE,,-28.7117,-51.8525
1,17098500,FAZENDA CACHOEIRA GRANDE,,-14.2169,-56.0347
1,18421600,MT-423,,-11.4717,-54.9939
1,18423400,FAZENDA SÃO JUDAS TADEU,,-13.5006,-52.4117
1,26034600,FAZENDA SUSPIRO,,-15.2225,-53.9661
1,26130000,FAZENDA RIO CORRENTES,,-15.0894,-52.0489
1,24653500,EMASA,,-15.9008,-52.2767
1,42929900,RIO PARACATU (jus. barra Rio do Sono),SFH13,-17.0306,-45.5394
1,44949000,RIO VERDE GRANDE (jus bar. rio Verde Pequeno),SFH21,-14.7844,-43.5392
1,44960010,RIO VERDE PEQUENO (faz. Pitombeiras),SFH22,-14.7669,-42.8867
1,45259000,RIO CARINHANHA (na vila Juvenilia),SFH23,-14.2567,-44.1603
1,44350050,CANAL DE IRRIGAÇÃO PRINCIPAL (CP1),SFJ01,-15.095,-44.0208
1,61945050,RIO VERDE OU FEIO (mont. lago Aguas Vermelhas),BG085,-19.7414,-49.6481
1,61946200,RIBEIRÃO SANTA ROSA (jus. cidade Iturama),BG086,-19.7631,-50.2
1,58522000,CABUY MONTANTE,,-21.9958,-43.3386
1,58522500,CABUY JUSANTE,,-22.0044,-43.3214
1,61947000,RIBEIRÃO TRONQUEIRA (jus. cidade Iturama),BG087,-19.7414,-50.2333
1,15552560,UHE RONDON II MONTANTE 1,,-12.1853,-60.5997
1,15552570,UHE RONDON II BARRAMENTO,,-11.9953,-60.6969
1,15552580,UHE RONDON II JUSANTE,,-11.9592,-60.7022
1,61852000,PONTE RODOVIA  (liga Viradouro a Morro Agudo),PARD02700,-20.8194,-48.2311
1,61914000,PONTE SP 333 (JUS. ETE  Jaboticabal),MOGU02800,-21.2022,-48.1714
1,61829700,PCH ITAIPAVA JUSANTE,,-21.4142,-47.3364
1,61964900,MONTANTE CIDADE DE CATANDUVA,SDOM04300,-21.1583,-49.9422
1,61981300,ESTAÇÃO ECOLÓGICA DA UNESP,BILU02900,-20.8533,-49.4325
1,79570000,"PASO DE LA COMPANIA, ar.Corales",61,-31.5833,-55.4667
1,79580000,"PASO LOS CUNHA, ar.Curapiru",148,-31.7333,-55.5667
1,79600000,"PASO DEL BORRACHO, r.Tacuarembo",52,-31.8833,-55.4667
1,79620000,"PICADA DEL MEDICO, ar.Tacuar.Chi.",103,-31.6333,-56.15
1,79625000,"TACUAREMBO R-5, arr.Tacuarembo",622,-31.7,-55.9667
1,79630000,"TACUAREMBO, ar.Tacuarembo Chico",122,-31.7,-55.9667
1,79640000,"PASO BALTASAR, ar.Três Cruces",123,-31.7333,-55.7667
1,79650000,"PASO DE LOS NOVILLOS, ar.Tac.Ch",102,-31.9667,-55.6833
1,79670000,"PASO CERRO CARDOSO, (Rio Tacuarembó)",50,-32.0333,-55.55
1,79672000,"PASO CASILDO, ar.Yaguari",88,-31.8167,-55.1833
1,79674000,"PICADA DE COELHO , ar.Yaguari",55.1,-32.0333,-55.3667
1,79676000,"PICADA DE COELHO, ar. Yaguari",55,-32.0333,-55.3667
1,79680000,"PASO LAGUNA, Rio Tacuarembo",9,-32.25,-55.4167
1,79685000,"PASO DE LAS TOSCAS, ar. Caraguatá",66,-32.15,-55.0167
1,79820000,"RUTA 20, arr. Salsipuedes",169,-32.65,-56.6
1,79840000,"SARANDI DEL YI, Rio Yi",57,-33.35,-55.6167
1,79845000,"POLANCO, Rio Yi",56,-33.4667,-56.1667
1,79850000,"DURAZNO, Rio Yi",125,-33.35,-56.5167
1,79860000,"PASO CALATAYUD, arr. Porongos",79,-32.4833,-56.8167
1,79880000,"PASO DEL BOTE, Rio Yi",54,-33.1833,-56.8667
1,79884000,"PASO DE LUGO, arr. Grde. del Sur",124,-33.25,-57.2667
1,86494000,PCH BOA FÉ ALÇA,,-28.7464,-51.8539
1,86496000,PCH SÃO PAULO JUSANTE 1 ALÇA,,-28.7831,-51.8353
1,86497500,PCH AUTÓDROMO ALÇA,,-28.8289,-51.8581
1,65002200,RIO CANGUIRI,AI44,-25.4825,-49.1892
1,65002400,RIO IGUAÇU EM GUAJUVIRA,AI14,-25.6006,-49.5136
1,65004000,RIO DO MEIO II,AI49,-25.4839,-49.1897
1,65004950,RIO PIRAQUARA,AI91,-25.5006,-49.1031
1,65005100,PIRAQUARA,AI16,-25.4536,-49.1708
1,65005500,RIO PIRAQUARA,AI41,-25.3061,-49.1836
1,65006035,RIO CACHOEIRA (Colombo),AI33,-25.4297,-49.3917
1,65006078,RIO ITAQUI,AI22,-25.5253,-49.0911
1,65014600,RIO MIRINGUAVA,AI86,-25.6414,-49.0731
1,65014700,RIO MIRINGUAVA,AI38,-25.6347,-49.0847
1,65014800,RIO MIRINGUAVA (ponte J. Lupinski),AI87,-25.6053,-49.1286
1,65022130,FERRARIA,AI34,-25.4414,-49.3892
1,65023800,RIO PASSAUNA (Campina das Pedras),AI11,-25.5722,-49.2508
1,62346000,PAIVA CASTRO MONTANTE,3E-125,-23.3164,-46.6039
1,88790000,PELOTAS - PORTO,C. LAGOA MIRIM,-31.6483,-52.1883
1,88900000,SANTA IZABEL,C. LAGOA MIRIM,-32.1561,-52.6158
1,88030000,FAROL DO CHUÍ,C. LAGOA MIRIM,-33.7436,-53.3697
1,88040000,SANTA VITÓRIA,C. LAGOA MIRIM,-33.5103,-53.4261
1,88060000,SANTA VITÓRIA - PROVEDORIA,C. LAGOA MIRIM,-33.0031,-53.1736
1,88250000,TAIM - DLM,C. LAGOA MIRIM,-32.5731,-52.5761
1,88299000,JAGUARÃO - SA,C. LAGOA MIRIM,-32.5647,-53.3814
1,88360000,CHASQUEIRO - (Granja Sta. Marta),C. LAGOA MIRIM,-32.265,-52.8378
1,42364000,JOÃO PINHEIRO - JUSANTE (Rio da  Prata),PT001,-17.6631,-46.3542
1,61878500,CGH SOCORRO JUSANTE,,-22.9306,-46.8986
1,58490400,RIO PARAIBUNA (jus. UHE PACIÊNCIA),BS018,-21.8472,-43.3369
1,55550002,RIBEIRÃO MARAMBAIA (prox foz rio mucuri),MU003,-17.4017,-41.2383
1,89461000,"TREITA Y TRÊS-RUTA 8, R. Olimar",10.1,-33.25,-54.4
1,89350000,"PICADA DE CORBO, Rio Cebollati",14,-33.8333,-54.7667
1,69035000,ALPA CORRAL (470),,-32.7,-64.75
1,69040000,LAS TAPIAS (471),,-32.7833,-64.75
1,69060000,LA TAPA (473),,-32.9,-64.7167
1,69080000,VADO DE RIO SECO (475),,-32.85,-64.6
1,69100000,TINCUNACO (476),,-32.9167,-64.5
1,69200000,ALEJANDRO ROCA  (SMN),477,-33.3333,-63.1833
1,69220000,PUENTE DE OLMOS,,-33.4667,-63.1167
1,69260000,DIQUE AFORADOR (478),,-32.9333,-62.3167
1,69400000,CRUZ ALTA (482),,-32.9167,-61.8833
1,69410000,BOUQUET (KM 0),,-32.45,-61.95
1,69420000,PUENTE KM 38.590,,-33.0167,-61.8
1,69500000,ROSÁRIO (485-DCPVN),485,-32.95,-60.6667
1,69530000,SAN MARTIN  (486-DCPVN),486,-32,-60
1,69560000,VILLA CONSTITUCION (488-DCPVN),488,-33.2333,-60.35
1,69570000,SAN NICOLAS  (489-DCPVN),489,-33.3667,-61.2
1,69580000,RAMALLO  (490-DCPVN),490,-33.4833,-60.0167
1,43674000,BONFINÓPOLIS DE MINAS - JUSANTE,UR009,-16.5711,-45.9853
1,58771000,RIO POMBA (jus. CATAGUASES),BS050,-21.42,-42.6689
1,54760001,RIO JEQUITINHONHA (em almenara),JE023,-16.1881,-40.6947
1,55592000,RIO TODOS OS SANTOS (jus. Pedro Versiani),MU007,-17.8822,-41.3061
1,55666000,RIO PAMPÃ (mont foz Rio Mucuri),MU011,-17.7061,-40.6092
1,64361000,ETA - CONSELHEIRO MAYRINK,,-23.6311,-50.1725
1,65815050,SALTO CURUCACA JUSANTE,,-25.5339,-51.8156
1,50229000,FAZENDA COTOVELO,,-11.1872,-37.5392
1,37718000,FAZENDA SÃO SEBASTIÃO,,-5.4242,-36.5303
1,79980000,ISLA LOBOS (BOCA YAGUARI),147,-33.3833,-58.0167
1,69650000,SAN PEDRO  (497-DCPVN),497,-33.6833,-59.65
1,69710000,ZARATE (504-DCPVN),294,-34.0833,-59.0167
1,69715000,CAMPANA (504 A-DCPVN),,-34,-59
1,74432000,EL SOBERBIO,400,-27.2994,-54.1925
1,74830000,SAN JAVIER (DNCPVN-564),401,-27.8833,-55.1333
1,75550103,GARRUCHOS (DNCPVN),450,-28.1833,-55.65
1,75770000,SANTO TOMÉ (DNCPVN-580),451,-28.55,-56.0333
1,75890000,ALVEAR (DNCPVN-582),452,-29.1,-56.55
1,77140000,PASO DE LOS LIBRES (DNCPVN-599),453,-29.7167,-57.0833
1,77595000,PASO LEDESMA,,-29.8333,-57.6833
1,77600000,MONTE CASEROS (MOSP),454,-30.25,-57.6333
1,78400000,APORTE SALTO GRANDE,610,-31.3667,-57.95
1,78500000,CONCORDIA (DNCPVN-611),480,-31.4,-58.0167
1,78800000,CONCEPCION DEL URUGUAY,482,-32.4833,-58.2333
1,67926000,TERMAS DE REYES,,-24.1667,-65.4833
1,67980000,APOLINÁRIO SARAVIA (405),,-24.4167,-63.9167
1,73205000,PONTE UVÁ,,-27.2481,-52.3744
1,66259320,JUSANTE RIBEIRÃO GENERAL,,-15.6272,-56.1311
1,67935000,ANTES DEL GUERRERO (396),,-24.1833,-65.4167
1,69028000,VILLA MARIA,,-32.4167,-63.25
1,69030000,BELL VILLE (469),,-32.6167,-62.6833
1,69020000,EMBALSE (467),,-32.1667,-64.3833
1,69025000,PIEDRAS MORAS (468),,-32.15,-64.3167
1,62686050,RIO ATIBAIA (jus. lanc. Societal S/A-ant. Shell),ATIB02604,-22.7525,-47.1547
1,67990000,PUERTO BERMEJO (407-DCPVN),353,-26.9167,-58.55
1,56667000,FAZENDA DA VARGEM,,-19.8,-43
1,47235000,FAZENDA REFRIGÉRIO - MONTANTE,,-11.3667,-42.2833
1,54166000,BANANAL,,-16.085,-42.0558
1,67996000,EL COLORADO,356,-26.3,-59.3833
1,67961000,ARRAYANAL,,-23.9,-65.0333
1,67970000,CAIMANCITO-PUENTE CARRETERO,359,-23.7333,-64.4667
1,65999460,VALLE HERMOSO (316),,-26.3333,-54.45
1,67938000,PUENTE PERES,,-24.1667,-65.3
1,65999610,COLÔNIA MARTIRES (326),,-27.3833,-55.3
1,67901500,ASTILLEROS,,-22.3667,-64.1
1,44630002,CAPITÃO ENÉAS - JUSANTE,VG004,-16.2111,-43.785
1,44976000,RIO VERDE GRANDE (próx. a Foz),VG011 - SFC235,-14.725,-43.7
1,15150500,PCH ALTOÉ II JUSANTE,,-12.5814,-61.5242
1,58918200,RIO GLÓRIA (prox. foz),BS058,-21.1194,-42.3319
1,53450000,RIO PARDO (mont. de Montesuma),PD001,-15.1928,-42.5367
1,54004000,RIO JEQUITINHONHA (em mendanha),JE003,-18.12,-43.5167
1,58319000,REPRESA SANTA CECÍLIA - Barragem,SC-200,-22.4825,-43.8361
1,58881000,PORTELA - Frente ao Grupo Escolar,PS-436,-21.6292,-41.9875
1,33720000,FAZENDA CAPUEIRA,,-4.1669,-43.2239
1,65813000,PCH TRÊS CAPÕES JUSANTE,,-25.4675,-51.6639
1,40720003,MELO FRANCO,BP036,-20.1956,-44.1228
1,40791000,RIO PARAOPEBA (jus. foz rio betim),BP072,-19.9478,-44.3044
1,41186000,RIO ITABIRITO,BV035,-20.2333,-43.8
1,60432600,ANTAS - MONTANTE CORUMBÁ,,-16.3242,-48.5944
1,61008001,LIBERDADE,BG001,-21.0311,-44.3172
1,60434560,LAJINHA MONTANTE CAPTAÇÃO,,-15.7067,-48.2428
1,60877200,RIO PARANAÍBA (jus. UHE São Simão),PB031,-19.0503,-50.5033
1,64389900,ETA - SANTA MARIANA,,-23.1597,-50.5247
1,89150000,"PASO DRAGON, Rio Taçúari",97,-32.7589,-53.7056
1,65999450,PUENTE VIEJO RUTA 12 (314),,-25.8667,-54.5333
1,67660000,MISION LA PAZ (370),360,-22.45,-62.3667
1,65999800,POSADAS (330-DCPVN),330,-27.3667,-55.8831
1,67901800,BALAPUCA,354,-22.5167,-64.4333
1,67925000,LOS NOGALES (394),,-24.1167,-65.4167
1,65999480,LIB.SAN MARTIN (321-DNCPVN),252,-26.8,-55.0333
1,67915000,BAJADA DE PINTO (392),,-24.4333,-64.8333
1,67950000,EL TIPAL (399),,-24.35,-64.2667
1,67665000,FORTIN NUEVO PILCOMAYO (372),,-23.85,-60.8667
1,67730000,BOUVIER,,-25.45,-57.5833
1,67955000,SAN JUANCITO (400),,-24.35,-65
1,67975000,EL PIQUETE (404),,-24.7667,-64.4167
1,67902000,ÁGUAS BLANCAS (387),,-22.7167,-64.3667
1,67965000,PENA ALTA (402),,-23.65,-65
1,65999040,ITA CAJON,250,-25.6069,-54.5925
1,65999990,PASO DE LA PATRIA (336-DCPVN),336,-27.3333,-58.5833
1,65999465,EL DORADO (317-DNCPVN),251,-26.3833,-54.7
1,65999475,PINAR CIBA (319),,-26.4667,-54.5833
1,67750000,PUERTO FORMOSA (375-DCPVN),350,-26.1833,-58.1833
1,65999900,RAPIDO APIPE (DNCPVN),,-27.3667,-56.7167
1,65999950,ITA IBATE (DNCPVN),255,-27.4167,-57.3167
1,42930002,BRASÍLIA DE MINAS JUSANTE,PT009,-17.0292,-46.0144
1,40800010,CACHOEIRINHA,BP082,-19.6672,-44.4811
1,41300800,RIO TAQUARAÇU (prox. foz),BV135,-19.6167,-43.8
1,41950000,RIO BICUDO (prox. foz),BV147,-18.1333,-44.5333
1,60469600,FUMAL MONTANTE CAPTAÇÃO,,-15.5872,-47.6611
1,60291000,RIO CAPIVARA (jus. Araxá),PB013,-19.3608,-47.0464
1,56655100,RIO PIRACICABA (jus. João Monlevade),RD026,-19.8167,-43.1
1,58501000,RIO DO PEIXE (jus. Lima Duarte),BS085,-21.8167,-43.7667
1,79780000,RINCON DEL BONETE (ag. arr.),47,-32.8167,-56.4167
1,40106000,PASSA TEMPO,PA001,-20.6322,-44.4311
1,40330002,VELHO DA TAIPA,PA013,-19.5278,-44.93
1,64546900,SANTA FÉ,,-23.0336,-51.7531
1,22351000,TAQUARUÇU GRANDE,,-10.25,-48.2667
1,41236000,RIBEIRÃO ARRUDAS (prox. foz),BV155,-19.9,-43.85
1,61147000,RIO GRANDE (mont. do Reser. FURNAS),BG019,-21.1678,-45.1261
1,60011010,RIO PARANAÍBA (jus. Patos de Minas),PB003,-18.5989,-46.5383
1,56415010,RIO DOCE (mont. foz. rio casca),RD019,-20.1686,-42.7447
1,60435420,CÓRREGO COQUEIRO (braço direito),,-15.7403,-48.2217
1,54021000,RIO JEQUITINHONHA (prox. caçaratiba),JE005,-17.2431,-43.0811
1,54550001,RIO JEQUITINHONHA (mont foz rio itinga),JE019,-16.5967,-41.7569
1,60478490,CÓRREGO TAQUARÁ (Gama-Faz. UNB),,-15.9078,-47.9125
1,65994000,ESCALA TIPO (308 - DNCPVN),101,-25.6833,-54.4211
1,65999000,PUERTO AGUIRRE,,-25.6,-54.5667
1,65999970,ITATI (335-DCPVN),335,-27.2667,-58.2333
1,67934000,TERMAS DE REYES,,-24.1667,-65.4833
1,65999850,ITUZAINGO (332-DCPVN),332,-27.5833,-56.7
1,67645000,PUERTO PILCOMAYO (CLORINDA),352,-25.3667,-57.65
1,67901600,ALGARROBITO / SAN TELMO,386,-22.5833,-64.2333
1,67901900,ARRASAYAL,,-22.7,-64.4167
1,67930000,PUENTE GUERRERO (395),,-24.1833,-65.4167
1,67978000,SAN FELIPE / EL SOMBRERO,,-24.5833,-64.2167
1,39082400,AÇUDE GUARAREMA,GO50,-7.4897,-35.1644
1,65990700,ANDREZITO (AYEE),,-25.5969,-53.8967
1,65999600,PUERTO DOCE (DNCPVN),,-27.1333,-55.5667
1,65999550,CORPUS (DNCPVN),,-27.1333,-55.5
1,67913500,SANTA RUFINA,,-24.5333,-65.4167
1,65999420,LIBERTAD (313-DCPVN),,-25.9186,-54.6192
1,65999750,LA MINA OU CANDELARIA (DNVPVN),,-27.3667,-54.8831
1,67661000,PUENTE CARRETERO,,-22.1167,-63.7167
1,67901700,ALARACHE,,-22.2667,-64.5833
1,67914000,EL VOLCAN,,-24.5333,-65.4833
1,67912000,EL ANGOSTO,,-24.45,-65.25
1,40280500,PARÁ DE MINAS JUSANTE,PA010,-19.7833,-44.7
1,40786100,RIBEIRÃO SARZEDO (prox. da foz),BP086,-20.05,-44.2167
1,58630500,SAPUCAIA,00RJ02PS0432,-21.9908,-42.91
1,41251000,RIO DAS VELHAS (jus. rib.da Mata),BV153,-19.7,-43.8167
1,41730000,RIO CIPÓ (mont. foz rio parauna),BV162,-18.6833,-43.9833
1,61592000,RIO DO PEIXE (jus. foz Rib. Vermelho),BG034,-21.65,-45.1
1,61545050,RIO VERDE (em Flora),BG035,-21.6406,-45.3642
1,60004000,RIO PARANAÍBA,PB001,-19.1631,-46.2778
1,60356000,RIO ARAGUARI (jus. Reserv. Miranda),PB019,-18.8728,-48.0775
1,65894992,USINA SALTO OSÓRIO (DEFLUENTE),,-25.55,-53.0167
1,40154500,RIO PARÁ (mont.foz Rio Itapecerica),PA005,-20.1061,-44.8431
1,40271000,ITAÚNA JUSANTE (Rio São João),PA009,-20.0644,-44.5903
1,41200400,RIO DAS VELHAS (jus. rib. ÁGUA Suja),BV063,-19.9667,-43.8167
1,41780005,RIO PARAÚNA (prox. foz),BV143,-18.6333,-44.05
1,61065100,RESERVATÓRIO DE ITUTINGA,BG007,-21.2906,-44.6333
1,61135005,RIO DAS MORTES (prox. a foz),BG017,-21.1458,-44.7478
1,61210500,FORMIGA (rio Formiga),BG023,-20.4875,-45.4397
1,61545100,RIO PALMELA (prox. foz),BG036,-21.6297,-45.3953
1,61306000,RIO SAPUCAÍ-MIRIM (mont. Pouso Alegre),BG044,-22.2906,-45.8969
1,56849000,RIO DOCE (mont. Gov. Valadares),RD044,-18.9167,-41.95
1,58735900,RIO XOPOTÓ (jus. Visconde do Rio Branco),BS077,-21.0333,-42.8333
1,58765004,RIO NOVO (prox. foz.),BS046,-21.4603,-42.8042
1,42370001,PARACATU JUSANTE (Córrego Rico),PT005,-17.3042,-46.7708
1,41181000,RIO DAS VELHAS (mont. foz rio Itabira),BV013,-20.1667,-43.7833
1,60434550,BARROCÃO MONTANTE CAPTAÇÃO,,-15.6297,-48.1786
1,60443980,PONTE ALTA - DF 290,,-16.01,-48.1172
1,61531000,RIO VERDE (jus. de Varginha),BG037,-21.6072,-45.5081
1,61807001,RIBEIRÃO DAS ANTAS (jus. Poço de Caldas),BG063,-21.7344,-46.6022
1,62679000,PCH SALTO GRANDE JUSANTE,,-22.93,-46.8989
1,56641000,RIO SANTA BÁRBARA (em Santa Rita das Pacas),RD027,-19.9731,-43.4164
1,54201000,RIO JEQUITINHONHA (mont. foz rio araçuai),JE011,-16.6208,-42.1847
1,61775000,PCH ESMERIL JUSANTE,,-20.8414,-47.3139
1,60436100,DESCOBERTO MONTANTE MELCHIOR,,-15.9297,-48.2747
1,40579500,GAGÉ (rio Maranhão),BP084,-20.5833,-43.8
1,41600100,RIBEIRÃO SANTO ANTÔNIO (prox. foz),BV161,-18.7,-44.2167
1,82230014,UHE CHAMINÉ - RES. VOSSOROCA - DEFLUENTE,,-25.8667,-49
1,60610100,RIO PARANAÍBA (jus. Reserv. Itumbiara),PB025,-18.42,-49.1961
1,54360100,RIO ARAÇUAI (jus. Berilo),JE015,-16.9456,-42.4636
1,64360100,ETA - JABOTI,,-23.7411,-50.0806
1,40130003,PARÁ DOS VILELAS,PA003,-20.4061,-44.6297
1,42850001,RIO DO SONO (FOZ),PT011,-17.3503,-45.5314
1,41825100,RIO DAS VELHAS (entre Rio Parauna e Pardo Grande),BV152,-18.3,-44.2333
1,72320000,CGH DONA MIRIAM,,-28.1514,-51.4886
1,56925100,RIO DOCE (jus. Caratinga),RD056,-19.7167,-42.1167
1,56967001,RIO MANHUAÇU (Santana do Manhuaçu),RD064,-20.1,-41.9167
1,58594100,RIO CAGADO (prox. foz),BS031,-21.9983,-43.1425
1,67904000,COLÔNIA COLPANA (389),,-22.9,-64.4
1,67905000,POZO SARMIENTO  (390-AYEE),355,-23.1,-64.2167
1,67904500,JUNTA DE SAN ANTÔNIO,,-22.8333,-64.2667
1,67905500,VADO HONDO - CANAL IN.SAN MARTIN,,-23.1167,-64.5
1,67940000,PENA BLANCA  (397),,-24.1833,-65.3
1,15043000,UHE GUAPORÉ MONTANTE 1,,-15.0594,-58.9106
1,40580100,RIO MARANHÃO (prox.foz rio parÃOpeba),BP080,-20.5158,-43.9094
1,58882000,SÃO FIDELIS - na ponte Rio Paraíba,PS-439,-21.6433,-41.7458
1,58883000,PONTE RIO PARAÍBA - Bairro Cajú,00RJ02PS0441,-21.7444,-41.3306
1,41191000,RIO DAS VELHAS (jus. fos do Itabira),BV037,-20.1333,-43.8
1,41229000,RIO DAS VELHAS (mont. foz rib. Sabará),BV067,-19.9167,-43.8333
1,41230500,RIBEIRÃO SABARÁ (prox. foz),BV076,-19.8833,-43.8167
1,41460001,RIBEIRÃO JEQUITIBÁ (prox. foz),BV140,-19.2333,-44.0167
1,41826000,RIO DAS VELHAS (jus. Rio Pardo Grande),BV146,-18.2167,-44.35
1,60926000,RIO SÃO DOMINGOS (prox. foz),PB033,-19.2197,-50.6767
1,17270000,PCH CANOA QUEBRADA JUSANTE,,-12.7933,-56.0108
1,61783400,PCH SÃO JOAQUIM JUSANTE,,-20.5725,-47.7769
1,58316000,BR-116 - Vargem Alegre,00RJ02PS0423,-22.4983,-43.9292
1,41237000,RIO DAS VELHAS (jus. ribeirão Arrudas),BV083,-19.85,-43.8667
1,61088100,RIO DAS MORTES (mont. Barbacena),BG011,-21.2492,-43.6797
1,61350100,RIO SAPUCAÍ (prox. foz),BG045,-22.2061,-45.89
1,61661020,RIO GRANDE (jus. Reserv. FURNAS),BG051,-20.6875,-46.3619
1,60150100,RIO PARANAÍBA (Mont. Reserv. Emborcação),PB005,-18.4033,-47.7686
1,58912100,RIO MURIAÉ (mont. Muriae),BS059,-21.1497,-42.4397
1,61757000,CGH BURITIS MONTANTE,,-20.0472,-47.7064
1,20001000,MARANHÃO FAZENDA CHIBATA,,-15.5031,-47.7489
1,60432490,MACACOS - ÁGUAS LINDAS,,-15.7919,-48.3519
1,64242200,SÃO JOSÉ DA BOA VISTA  Mont. Eta Sanepar,,-23.9283,-49.6597
1,12844110,UMANCIA,4412702,-0.1833,-74.2833
1,63001120,PCH PARAÍSO I MONTANTE 1,,-18.9478,-53.0239
1,40189000,DIVINÓPOLIS MONTANTE,PA004,-20.2167,-44.9167
1,40300010,RIO SÃO JOÃO (prox. foz Rio Pará),PA011,-20.7267,-44.6403
1,40750000,FECHO DO FUNIL,BP068,-20.0928,-44.2106
1,61090001,RIO DAS MORTES (jus. Barroso),BG013,-21.1744,-44.9794
1,61304000,RIO SAPUCAÍ (mont foz Sapucai-Mirim),BG043,-22.2119,-45.8681
1,58263000,PONTE JUSANTE DA CYANAMID,00RJ02PS0415,-22.4506,-44.3003
1,56691000,RIO PIRACICABA (em Timóteo),RD031,-19.5244,-42.6544
1,20001100,CONTAGEM JUS. CAPTAÇÃO - EPCT-001,,-15.6497,-47.8811
1,60435410,CÓRREGO COQUEIRO (braço esquerdo),,-15.7403,-48.2217
1,64359950,ETA - VENCESLAU BRAZ,,-23.9217,-49.8383
1,39082000,ENGENHO VOLTA,,-7.5219,-35.2883
1,64508020,CORNÉLIO PROCÓPIO MTE.,,-23.2289,-50.7339
1,60443960,VARGEM DA BENÇÃO - VC 337,,-15.9292,-48.1272
1,65990450,ETA - PEROLA DO OESTE (VILA PROGRESSO),,-25.8433,-53.7433
1,40130005,CARMÓPOLIS DE MINAS (Ribeirão paiol),PA002,-20.5175,-44.6192
1,40190010,DIVINÓPOLIS JUSANTE,PA007,-20.0619,-44.8739
1,40411000,RIO LAMBARI (prox. foz rio para),PA015,-19.3297,-45.0217
1,40787000,RIO PARAOPEBA (Juz. Ribeirão Sarzedo),BP070,-20.0392,-44.2547
1,40790001,RES. VARGEM DAS FLORES JUSANTE,BP088,-19.9,-44.1667
1,58306000,BR-116 - Volta Redonda,00RJ02PS0421,-22.4783,-44.0631
1,58677000,ITAOCARA - Entre a Igreja e Torre de TV,PS-434,-21.6631,-42.085
1,41380200,RIO DAS VELHAS (jus. rib. Jabuticatubas),BV156,-19.35,-44
1,61177000,RIO JACARÉ (mont. Reserv. FURNAS),BG021,-21.0036,-45.1969
1,61501000,RIO LAMBARI (prox.foz),BG031,-21.7683,-45.215
1,61272002,RIO SAPUCAÍ (jus. Itajubá),BG041,-22.3619,-45.5519
1,60180001,RIO JORDÃO (jus. Araguari),PB009,-18.5917,-48.1294
1,56668000,RIO DO PEIXE (prox. foz),RD030,-19.7333,-43.0167
1,56700100,RIO PIRACICABA (jus. Cel. Fabriciano),RD034,-19.5167,-42.6
1,40701000,RIO PARAOPEBA (Apos foz rio camapuã),BP027,-20.5217,-43.9803
1,41990100,GUAICUI,BV149,-17.2,-44.8167
1,58302000,BARRA MANSA - Após a Cia. Siderurgica,00RJ02PS0418,-22.5258,-44.19
1,58320500,BR-116 - Ponte Barra do Piraí,PS425,-22.4242,-43.7628
1,61428100,RIO VERDE (mont. Itanhandu),BG025,-22.3283,-44.9033
1,60330005,RIO SANTO ANTÔNIO (Mont. Reserv. Nova Ponte),PB015,-19.0533,-47.1061
1,60361000,RIO ARAGUARI (Mont. Reserv. Itumbiara),PB021,-18.595,-48.5306
1,56688100,RIO PIRACICABA (mont. conf. rib. Japão),RD032,-19.6167,-42.7833
1,56711000,RIO DOCE (jus. rib. Ipanema),RD035,-19.4667,-42.4667
1,60469610,FUMAL  JUSANTE CAPTAÇÃO,,-15.5911,-47.6675
1,58915200,RIO MURIÉ (mont. conf. rio Glória),BS081,-21.1333,-42.3333
1,58931000,RIO CARANGOLA (mont. Tombos),BS056,-20.9,-42.0106
